"cole_codigo_icfes","cole_nombre_sede"
"48173","I.E. LOPEZ QUEVEDO"
"64212","IE TEC PIO MORANTES - SEDE PRINCIPAL"
"28043","IE SAN PEDRO CLAVER- SEDE PRINCIPAL"
"133108","INSTITUTO TECNICO NUEVA FAMILIA - SEDE PRINCIPAL"
"40493","IE HECTOR JULIO GOMEZ - SEDE PRINCIPAL"
"4960","COL DE EDUC TEC CIAL SAGRADO CORAZON DE JESÚS"
"86363","COL. EDUC. BAS. Y MED. TEC. JOSE JOAQUIN ORTIZ"
"163097","I.E. SERAFIN LUENGAS CHACON - SEDE PRINCIPAL"
"711531","IE TECNICA NACIONALIZADA DE SAMACA - SEDE PRINCIPAL"
"30247","IE TEC INDUSTRIAL - SEDE PRINCIPAL"
"5306","INST TEC INTGD PROM SOCIAL"
"754135","I.E. TECNICA LOS COMUNEROS - SEDE PRINCIPAL"
"159871","COL BAS NARANJOS"
"91462","IE CARLOS ARTURO TORRES PEÑA - SEDE PRINCIPAL"
"128330","COL EDUC BASIC PIJAOS"
"54635","I.E.T AGROPECUARIA DE PALERMO - SEDE PRINCIPAL"
"161265","COL PUENTE DE PIEDRA"
"658302","LICEO MODERNO SAN SEBASTIAN - SEDE PRINCIPAL"
"96628","I.E. SUSANA GUILLEMIN - SEDE PRINCIPAL"
"112532","I.E.T. DE FIRAVITOBA - SEDE PRINCIPAL"
,"I.E. TÉCNICA CHICAMOCHA - SEDE PRINCIPAL"
"38240","IE TEC INDUSTRIAL Y MINERA - SEDE PRINCIPAL"
"26187","COLEGIO COOPERATIVO REYES PATRIA"
"153247","IE NAGUATA - SEDE PRINCIPAL"
"148858","INSTITUCION EDUCATIVA EL CRUCERO"
"33159","I.E. DE EDUCACION BASICA Y MEDIA TECNICA JOSE ANTONIO PAEZ - SEDE PRINCIPAL"
"739888","JAIME ROOK"
"144816","COL JOSE MARIA SILVA SALAZAR"
"4978","IE TECNICA PIO ALBERTO FERRO PEÑA - SEDE PRINCIPAL"
"5462","I.E. ALFONSO VANEGAS SIERRA - SEDE PRINCIPAL"
"128454","COL DULCE CORAZON DE MARIA"
"47266","COL DEPTAL MPIO DE BOYACA"
"4838","I.E. SILVINO RODRIGUEZ CENTRAL"
"5413","IE TEC JOSE IGNACIO DE MARQUEZ - SEDE PRINCIPAL"
"27086","IE ANTONIO RICAURTE - SEDE PRINCIPAL"
"28241","INST JOSE CAYETANO VASQUEZ"
"115808","INSTITUCION EDUCATIVA AGROINDUSTRIAL FRANCISCO MEDRANO"
"164715","I.E. SOCHAQUIRA ABAJO - SEDE PRINCIPAL"
,"INSTITUCION EDUCATIVA ANTONIO NARIÑO"
"150516","I.E.T. DE FIRAVITOBA - SEDE PRINCIPAL"
"5058","ESC NORMAL SUPERIOR SAGRADO CORAZON"
"47290","COL DPTAL MIX JORGE ELIECER GAITAN"
"147868","COLEGIO PEDAGOGICO LOS ALAMOS"
"193888","GIMNASIO VILLA FONTANA"
"170506","INSTITUTO POLITECNICO JOSE CELESTINO MUTIS"
,"I.E. HECTOR JULIO RANGEL QUINTERO - SEDE PRINCIPAL"
,"I.E. INTEGRADO - SEDE PRINCPAL"
"162198","I.E.T. AGRICOLA - SEDE PRINCIPAL"
"126870","COLEGIO NUESTRA SEÑORA DEL ROSARIO"
"36608","I.E. MIRAFLORES - SEDE PRINCIPAL"
"170480","IE SAN PEDRO CLAVER- SEDE PRINCIPAL"
"126870","IE RAFAEL BERNAL JIMENEZ"
"738724","I.E. SAN IGNACIO DE LOYOLA - SEDE PRINCIPAL"
"742411","I.E. TECNICA ANTONIO RICAURTE - SEDE PRINCIPAL"
"24794","IE SAN PEDRO CLAVER- SEDE PRINCIPAL"
"112631","INSTITUTO SAN MARTIN"
"81885","IE ESCUELA NORMAL SUPERIOR"
"4986","IE TECNICA PIO ALBERTO FERRO PEÑA - SEDE PRINCIPAL"
"47324","EDIFICIO CALLE 18"
"86298","I.E.T. DE NAZARETH - SEDE PRINCIPAL"
"5181","INST TEC INDUSTRIAL MARCO AURELIO BERNAL"
"36251","COL LUCAS CABALLERO CALDERON"
"86314","I.E EL CRUCE - SEDE PRINCIPAL"
"5488","I.E. TECNICA IGNACIO GIL SANABRIA - SEDE PRINCIPAL"
"35147","COLEGIO SEMINARIO MENOR DIOCESANO - SEDE PRINCIPAL"
,"INSTITUTO TECNICO NUEVA FAMILIA - SEDE PRINCIPAL"
"141382","IE RANCHO GRANDE"
,"CENTRO JUVENIL CAMPESINO FELIX GLOOR"
,"IE TECNICA PIO ALBERTO FERRO PEÑA - SEDE PRINCIPAL"
"126870","CENTRO JUVENIL EMILIANI"
"175554","COLEGIO TECNICO MUNICIPAL SIMÓN BOLIVAR"
"51755","I.E. ALFONSO VANEGAS SIERRA - SEDE PRINCIPAL"
"42309","IE NUEVA GENERACION - SEDE PRINCIPAL"
"223859","INSTITUTO TECNICO INDUSTRIAL RAFAEL REYES-DUITAMA"
"45849","ARISTOBULO ANGARITA NIÑO"
"5660","I.E. NUESTRA SEÑORA DEL CARMEN - SEDE PRINCIPAL"
"119230","IE ALBERT EINSTEIN"
"608414","INSTITUCION EDUCATIVA NUEVA ERA"
"113811","I.E. PLINIO MENDOZA NEIRA - SEDE PRINCIPAL"
"34736","COL TEC ALEJANDRO DE HUMBOLDT"
"5181","I.E. MARCO AURELIO BERNAL - SEDE PRINCIPAL"
"147694","I.E. EL CERRO - SEDE PRINCIPAL"
"5041","SEDE LA MILAGROSA"
,"""CENTRO DE DESARROLLO HUMANO """"CEDHU"""""""
"5512","IE JUAN JOSE RONDON - SEDE PRINCIPAL"
"145029","COL DE EDUCACION BAS LA LAJA"
"666271","I.E. JOSE CAYETANO VASQUEZ - SEDE PRINCIPAL"
"67736","IE JUAN PABLO II - SEDE PRINCIPAL"
"91496","IE NUEVA ESPERANZA  - SEDE PRINCIPAL"
"132027","SEDE SASA"
,"IE TECNICA FRANCISCO JOSE DE CALDAS - SEDE PRINCIPAL"
"720086","COLEGIO NUEVA GRANADA - SEDE PRINCIPAL"
"608992","INSTITUCION EDUCATIVA MANUEL ANTONIO FLOREZ"
,"IE TEC AGROPECUARIA - SEDE PRINCIPAL"
,"IE RAFAEL BERNAL JIMENEZ"
,"I.E. JOSE CAYETANO VASQUEZ - SEDE PRINCIPAL"
,"I.E.T. AGROINDUSTRIAL CUSAGUI - SEDE PRINCIPAL"
"111153","EDIFICIO CALLE 18"
"5421","IE GARAVITO - SEDE PRINCIPAL"
,"COLEGIO BOSTON"
"19155","I.E.T. DE NOBSA - SEDE PRINCIPAL"
"735506","I.E. TECNICA LA LIBERTAD - SEDE PRINCIPAL"
"150920","I.E. SAZA - SEDE PRINCIPAL"
"32086","I.E. TECNICA CARLOS JULIO UMAÑA TORRES - SEDE PRINCIPAL"
"168468","I.E. TECNICA RAFAEL URIBE - SEDE PRINCIPAL"
"67694","I.E. PABLO VALETTE - SEDE PRINCIPAL"
"5330","COL NACIONAL DE BACHILLERATO DE NOBSA"
"54601","INST DE EDUC PREESC BAS Y MEDIA DE OTANCHE"
"127779","COL DE EDUCACION BAS MARCO FIDEL SUAREZ"
"54627","COL DE EDUC PREESC BAS Y MEDIA TEC DE PANQUEBA"
"5728","I.E. TECNICA AGROPECUARIA - SEDE PRINCIPAL"
"160549","IE CAMILO TORRES DE TOCA - SEDE PRINCIPAL"
"47282","COL SAN PEDRO CLAVER"
"159178","IE FRANCISCO JOSE DE CALDAS - SEDE PRINCIPAL"
"54700","I.E.T. AGROPECUARIA SAN RAFAEL - SEDE PRINCIPAL"
"71456","INST TEC REGIONAL SAN BARTOLOME"
,"I.E.T. DE NOBSA - SEDE PRINCIPAL"
"49460","COL SERGIO CAMARGO"
,"IE TEC JOSE GABRIEL CARVAJAL GARCIA - SEDE PRINCIPAL"
,"I.E. CAMPO ELIAS CORTES - SEDE PRINCIPAL"
"60038","COLEGIO CIUDAD DEL SOL"
,"IE DIEGO DE TORRES - SEDE PRINCIPAL"
,"I.E.T. CARLOS ALBERTO OLANO VALDERRAMA - SEDE PRINCIPAL"
,"COLEGIO SEMINARIO MENOR DIOCESANO - SEDE PRINCIPAL"
,"COLEGIO PEDAGOGICO LOS ALAMOS"
"332205","ESC CUINCHA"
"607804","COL MODERNO LA FLORIDA"
"40451","I.E. SAN FELIPE - SEDE PRINCIPAL"
"134692","INSTITUCION EDUCATIVA URIBESCO - SEDE PRINCIPAL"
"159467","I.E. LAS CAÑAS - SEDE PRINCIPAL"
"163220","IE ADOLFO MARIA JIMENEZ - SEDE PRINCIPAL"
"5587","INSTITUCION EDUCATIVA  SUGAMUXI"
"24745","I.E. TEC IND JULIO FLOREZ - SEDE PRINCIPAL"
"153668","IE SANTA BARBARA - SEDE PRINCIPAL"
"128025","CENTRO JUVENIL EMILIANI"
"30783","I.E.T. CARLOS ALBERTO OLANO VALDERRAMA - SEDE PRINCIPAL"
"128884","IE RAFAEL BAYONA NI¿O"
"197590","COLEGIO NUESTRA SEÑORA DE GUADALUPE"
"86355","I.E. JUANA CAPORAL - SEDE PRINCIPAL"
"111732","COLEGIO CORPORACIÓN SANTO DOMINGO - SEDE PRINCIPAL"
"152702","IE PUENTE DE PIEDRA - SEDE PRINCIPAL"
"154666","IE RIO DE PIEDRAS - SEDE PRINCIPAL"
"332320","ESC NIAUNZA"
"49478","IE CARLOS ARTURO TORRES PEÑA - SEDE PRINCIPAL"
"151514","I.E. TECNICA EL PORTACHUELO - SEDE PRINCIPAL"
"756064","I.E. TECNICA AGROINDUSTRIAL CUSAGUI - SEDE PRINCIPAL"
,"COLEGIO NACIONALIZADO LA PRESENTACION SEDE NORTE"
,"I.E. ALFONSO VANEGAS SIERRA - SEDE PRINCIPAL"
,"I.E. PIJAOS - SEDE PRINCIPAL"
,"COL EDUC BAS Y MEDIA TEC NTRA SRA DEL NAZARETH"
"93351","IE JOHN F. KENNEDY - SEDE PRINCIPAL"
"45450","I.E. JUANA CAPORAL - SEDE PRINCIPAL"
"144683","IE RAFAEL BERNAL JIMENEZ"
"4952","I.E. TÉCNICA NUESTRA SEÑORA DE NAZARETH - SEDE PRINCIPAL"
"740001","I.E. TECNICA IGNACIO GIL SANABRIA - SEDE PRINCIPAL"
"57117","IE GARAVITO - SEDE PRINCIPAL"
"147041","COLEGIO TECNICO MUNICIPAL FRANCISCO DE PAULA SANTANDER"
"5082","COLEGIO NACIONALIZADO LA PRESENTACION SEDE NORTE"
"55467","COL JORGE ELIECER GAITAN"
"5579","COLEGIO MILITAR INOCENCIO CHINCA"
"35394","I.E. SAN LUIS DE GACENO - SEDE PRINCIPAL"
"5009","COLEGIO NUESTRA SEÑORA DEL ROSARIO"
"164764","I.E. SANTO DOMINGO SAVIO - SEDE PRINCIPAL"
"163337","COL TEC NSTRA SRA DE LA PAZ"
"197681","COLEGIO CRISTIANO DE CHIQUINQUIRA JESUCRISTO ES EL REY - SEDE PRINCIPAL"
"60079","COLEGIO GRAN COLOMBIA"
"163345","I.E. TÉCNICA NSTRA SRA DE LA PAZ  - SEDE PRINCIPAL"
"148932","IE COMEZA HOYADA"
,"IE ANTONIO RICAURTE - SEDE PRINCIPAL"
"105601","IE SAN MARCOS"
"113803","IE TEC SAN ISIDRO DE BOYACA"
,"I.E. SAN FELIPE - SEDE PRINCIPAL"
,"IE AGROP EL ESCOBAL - SEDE PRINCIPAL"
"675371","INSTITUTO TECNICO SANTO TOMAS DE AQUINO SEDE PRINCIPAL"
"130831","CORPORACION SANTO DOMINGO"
"24752","I.E. NORMAL SUPERIOR SOR JOSEFA DEL CASTILLO Y GUEVARA - SEDE PRINCIPAL"
"154831","I.E. SAN MIGUEL ARCANGEL"
"47316","IE COL DE EDUC BAS Y MEDIA TEC JACINTO VEGA"
"102517","I.E.T. NUESTRA SEÑORA DE LA O - SEDE PRINCIPAL"
"5215","I.E.TÉCNICA ENRIQUE OLAYA HERRERA - SEDE PRINCIPAL"
"91496","COL EDUC BAS Y MEDIA NUEVA ESPERANZA"
"24745","I.E. TECNICO INDUSTRIAL JULIO FLOREZ - SEDE PRINCIPAL"
"5439","INST ED NUEVA GENERACION"
"45443","INS TEC INDUSTRIAL DE PEÑA NEGRA"
"48082","IE CAMPO ELIAS CORTES"
"40477","I.E. TECNICA HONORIO ANGEL Y OLARTE - SEDE PRINCIPAL"
"5397","IE TEC INDUSTRIAL Y MINERA - SEDE PRINCIPAL"
"159020","I E MATILDE ANARAY"
"162032","IE NORMAL SUPERIOR LA PRESENTACION - SEDE PRINCIPAL"
"30783","ESC SAN JOSE DE LA MONTAÑA"
"49486","COL DE EDUC BAS Y MEDIA TEC SEÑOR DE LOS MILAGROS"
"161042","COL. EL PRADO"
,"IE ALBERT EINSTEIN"
,"IE LUCAS CABALLERO CALDERON - SEDE PRINCIPAL"
"728725","COL BAS SANTA CECILIA"
"96644","COLEGIO LA PRESENTACIÓN"
"5165","I.E. HECTOR JULIO RANGEL QUINTERO - SEDE PRINCIPAL"
"5298","I.E.T. JOSE ACEVEDO Y GOMEZ - SEDE PRINCIPAL"
"106997","I.E.T. PUERTO SERVIEZ  - SEDE PRINCIPAL"
"735431","INSTITUTO TECNICO SAN ANTONIO DE PADUA - SEDE PRICIPAL"
"127779","I.E. MARCO FIDEL SUÁREZ - SEDE PRINCIPAL"
"64196","IE JOSE MARIA CORDOBA - SEDE PRINCIPAL"
"161075","I.E. NUESTRA SEÑORA DE LA CANDELARIA - SEDE PRINCIPAL"
"720011","CENTRO JUVENIL AMIGONIANO DE BOYACA - SEDE DUITAMA"
"4812","ESCUELA NORMAL SUPERIOR LEONOR ALVAREZ PINZON"
"81893","I.E. TOMAS VASQUEZ RODRIGUEZ - SEDE PRINCIPAL"
"30262","IE SAN MARCOS"
"155515","IE SAN ALBERTO MAGNO - SEDE PRINCIPAL"
"5009","COL. NTRA SRA DEL ROSARIO"
"166892","I.E. SAN IGNACIO DE LOYOLA - SEDE PRINCIPAL"
"4903","CENTRAL"
"194191","COLEGIO SAN VIATOR"
"742072","I.E. TECNICA PIJAOS - SEDE PRINCIPAL"
"151696","COL ANDRES ROMERO AREVALO"
"154807","I.E. NORMAL SUPERIOR - SEDE PRINCIPAL"
"171934","COL BILING MONTESSORI"
"133223","COLEGIO COMFABOY"
,"LICEO DE LA PRESENTACION"
"161430","I.E. DE EDUCACION BASICA Y MEDIA TECNICA JOSE ANTONIO PAEZ - SEDE PRINCIPAL"
"188870","ESC SUPANECA"
"163097","COL DE EDUCACION SERAFIN LUENGAS CHACON"
,"I.E. SANTA BARBARA - SEDE PRINCIPAL"
"159830","IE ANTONIO RICAURTE - SEDE PRINCIPAL"
"5603","I.E. ANTONIO NARIÑO - SEDE PRINCIPAL"
"5645","I.E. TECNICA JOSE BENIGNO PERILLA - SEDE PRINCIPAL"
"24760","PRINCIPAL INTEGRADO"
"49460","I.E.T. SERGIO CAMARGO - SEDE PRINCIPAL"
"727388","CENTRO JUVENIL EMILIANI"
"5421","ESC NORMAL SUPERIOR"
"171033","COL SAGRADO CORAZON DE JESUS"
"5181","I.E. TECNICO INDUSTRIAL MARCO AURELIO BERNAL - SEDE PRINCIPAL"
,"PRINCIPAL INTEGRADO"
"86322","IE ECOLOGICO SAN FRANCISCO"
"86256","I.E. JOSÉ SANTOS GUTIERREZ - SEDE PRINCIPAL"
"64212","COL TEC AGRP PIO MORANTES"
"168534","IE LOS LIBERTADORES - SEDE PRINCIPAL"
,"I.E. SAN IGNACIO DE LOYOLA - SEDE PRINCIPAL"
,"IE NSTRA SRA DEL CARMEN - SEDE PRINCIPAL"
"81893","CENTRO EDUCATIVO JUAN DE LA SALLE"
"100305","I.E. SILVINO RODRIGUEZ CENTRAL"
,"IE LUIS GUILLERMO ROJAS BARRERA - SEDE PRINCIPAL"
"4747","COLEGIO SALESIANO MALDONADO"
"675298","COL EDUC BAS CEBADAL"
"37689","IE HORIZONTES - SEDE PRINCIPAL"
"5702","IE TEC RAFAEL URIBE - SEDE PRINCIPAL"
"36251","IE LUCAS CABALLERO CALDERON - SEDE PRINCIPAL"
"27201","I.E. TECNICA NUESTRA SEÑORA DEL ROSARIO - SEDE PRINCIPAL"
"57109","CONC DESARROLLO RURAL DE LENGUPA"
"54619","COL DE ED BAS Y MED TEC AGROP SANTA RITA DE CASIA"
"111153","INSTITUCIÓN EDUCATIVA ANGLO AMERICANO"
"91421","I.E. TEC JACINTO VEGA - SEDE PRINCIPAL"
"338079","ESC EL OSO"
,"I.E. LA LIBERTAD - SEDE PRINCIPAL"
,"I.E EL CRUCE - SEDE PRINCIPAL"
"19196","IE ANTONIO RICAURTE - SEDE PRINCIPAL"
"104547","COLEGIO CORPORACION SANTO DOMINGO"
"5272","IE SERGIO CAMARGO - SEDE PRINCIPAL"
"666453","IE CARLOS ARTURO TORRES PEÑA - SEDE PRINCIPAL"
"107003","I.E. AGROINDUSTRIAL LA PRADERA - SEDE PRINCIPAL"
"67728","COL TEC CIAL SAN PEDRODE IGUAQUE"
"115824","INSTITUCION EDUCATIVA MAGDALENA"
"155291","INSTITUTO TECNICO NUEVA FAMILIA - SEDE PRINCIPAL"
"5652","ESC NORMAL SUPERIOR VALLE DE TENZA"
"51722","COL CUSAGUI"
,"COLEGIO TECNICO MUNICIPAL SIMÓN BOLIVAR"
"132944","CARLOS ARTURO TORRES SEDE CENTRAL"
"180372","COL LEONARDO DA VINCI"
,"COLEGIO DE BOYACA"
,"IE TEC IND ANTONIO RICAURTE - SEDE PRINCIPAL"
,"IE TEC INDUSTRIAL Y MINERA - SEDE PRINCIPAL"
"324772","ESC SISVACA"
,"COLEGIO CIUDAD DEL SOL"
,"COL COOP COOSERVICIOS"
,"I.E. MARÍA AUXILIADORA - SEDE PRINCIPAL"
,"I.E. ARMANDO SOLANO - SEDE PRINCIPAL"
"111732","IE TECNICA PIO ALBERTO FERRO PEÑA - SEDE PRINCIPAL"
"152462","IE SERGIO CAMARGO - SEDE PRINCIPAL"
"99721","I.E. EL PRADO - SEDE PRINCIPAL"
"100297","COLEGIO BOSTON"
"47316","I.E. TEC JACINTO VEGA - SEDE PRINCIPAL"
"125187","""CENTRO DE DESARROLLO HUMANO """"CEDHU"""""""
"182410","COLEGIO SANTA TERESITA"
"64188","I.E. TECNICA LA LIBERTAD - SEDE PRINCIPAL"
"738831","INSTITUCIÓN EDUCATIVA NUESTRA SEÑORA DE MORCA"
"5447","IE TECNICA NACIONALIZADA DE SAMACA - SEDE PRINCIPAL"
"5470","INST INT NLAZADO CARLOS ARTURO TORRES PEÑA"
"153841","IE CASILDA ZAFRA - SEDE PRINCIPAL"
,"IE TECNICO INDUSTRIAL - SEDE PRINCIPAL"
"714436","IE TECNICA FRANCISCO JOSE DE CALDAS - SEDE PRINCIPAL"
"37671","IE TEC SAN BARTOLOME - SEDE PRINCIPAL"
"754721","I.E. JORGE GUILLERMO MOJICA MARQUEZ - SEDE PRINCIPAL"
"148668","I.E. LA GRANJA - SEDE PRINCIPAL"
"158121","COLEGIO CENCOV CIENCIA Y CULTURA - SEDE PRINCIPAL"
"171298","COLEGIO JOHN F. KENNEDY"
"167718","IE DIVINO NIÑO CORMAL- SEDE PRINCIPAL"
,"CENTRAL"
"152249","IE ADOLFO MARIA JIMENEZ - SEDE PRINCIPAL"
,"COLEGIO DE LA PRESENTACION TUNJA"
"7552","INSTITUCION EDUCATIVA COLEGIO DE SUGAMUXI"
,"COLEGIO NUESTRA SEÑORA DEL ROSARIO"
"142349","COLEGIO PEDAGOGICO DE COLOMBIA"
"739896","I.E. CASILDA ZAFRA - SEDE PRINCIPAL"
,"IE NORMAL SUPERIOR VALLE DE TENZA - SEDE PRINCIPAL"
"165100","I.E. EL ROSARIO - SEDE PRINCIPAL"
"119230","I.E. TEC IND JULIO FLOREZ - SEDE PRINCIPAL"
"27722","INSTITUCION EDUCATIVA TECNICO INDUSTRIAL GUSTAVO JIMENEZ"
,"INSTITUCION EDUCATIVA FRANCISCO DE PAULA SANTANDER"
"734277","I.E. NORMAL SUPERIOR NUESTRA SEÑORA DEL ROSARIO - SEDE PRINCIPAL"
"164111","CENTRO DE ENSEÑANZA PRECOZ CAMINO AL SABER"
"5736","IE FRANCISCO DE PAULA SANTANDER - SEDE PRINCIPAL"
"153536","I.E. TEC IND JULIO FLOREZ - SEDE PRINCIPAL"
"5470","IE CARLOS ARTURO TORRES PEÑA - SEDE PRINCIPAL"
"27730","I.E.T. SAN LUIS - SEDE PRINCIPAL"
"47241","I.E.T. AGROPECUARIO LA ESMERALDA - SEDE PRINCIPAL"
"33134","COL DPTAL PABLO VI"
"33142","COL LA CANDELARIA"
"27763","COL NZADO EL ESPINO"
"134049","I.E. AGROPECUARIA EL ESCOBAL - SEDE PRINCIPAL"
"91439","INST TEC INTEGD NZADO MARISCAL SUCRE"
"96677","I.E. JOSE CAYETANO VASQUEZ - SEDE PRINCIPAL"
,"LOS LIBERTADORES"
,"I.E.T. SAN LUIS - SEDE PRINCIPAL"
"60061","IE RAFAEL BERNAL JIMENEZ"
"9110","I.E. TÉCNICA LAS MERCEDES - SEDE PRINCIPAL"
,"I.E. TÉCNICA NSTRA SRA DE LA PAZ  - SEDE PRINCIPAL"
"40493","I.E. SAN FELIPE - SEDE PRINCIPAL"
"35329","I.E. JUAN JOSE NEIRA - SEDE PRINCIPAL"
"108316","COLEGIO DE BACHILLERATO NUEVA ESPERANZA"
"47324","ARISTOBULO ANGARITA NIÑO"
"4879","IE TECNICA RAMON IGNACIO AVELLA - SEDE PRINCIPAL"
"102509","COLEGIO TECNICO MUNICIPAL FRANCISCO DE PAULA SANTANDER"
"5678","SEDE JORGE GUILLERMO MOJICA MARQUEZ"
"132027","I.E.T. LOS COMUNEROS - SEDE PRINCIPAL"
"4903","I.E.T. AGRICOLA - SEDE PRINCIPAL"
"24810","INST NACINAL DE PROMOCIÓN SOCIAL"
"148247","IE NORMAL SUPERIOR - SEDE PRINCIPAL"
"112706","COLEGIO DE COMFABOY - SEDE PRINCIPAL"
"145409","COL DE EDUC BAS TUNJUELO"
"154740","IE LIBARDO CUERVO PATARROYO - SEDE PRINCIPAL"
"78246","COL MPAL AGROP SANTA BARBARA"
"173807","C.E. CAMPESTRE SAN DIEGO - SEDE PRINCIPAL"
"328757","SEDE SAN LUIS"
"93351","COLEGIO JOHN F. KENNEDY"
"5041","LA MILAGROSA"
"162776","I.E.T. AGROPECUARIO SANTA RITA DE CASIA - SEDE PRINCIPAL"
"159442","I.E. AGRICOLA ANTONIO NARIÑO - SEDE PRINCIPAL"
"152462","COL DE EDUC BAS MIRAFLORES"
"104547","COLEGIO NUESTRA SEÑORA DEL ROSARIO"
,"IE PANAMERICANO PUENTE BOYACA - SEDE PRINCIPAL"
,"I.E. NORMAL SUPERIOR NTRA SRA DEL ROSARIO - SEDE PRINCIPAL"
,"COLEGIO BOLIVARIANO - SEDE PRINCIPAL"
,"IE GUSTAVO ROMERO HERNANDEZ - SEDE PRINCIPAL"
"163386","IE LA FLORESTA - SEDE PRINCIPAL"
"88542","INSTITUCION EDUCATIVA TECNICO DE BELLAS ARTES"
,"INSTITUCION EDUCATIVA NUEVA GRANADA - SEDE PRINCIPAL"
,"IE LIBARDO CUERVO PATARROYO - SEDE PRINCIPAL"
"108316","I.E. EL ROSARIO - SEDE PRINCIPAL"
"168732","IE ROBERTO FRANCO IZASA - SEDE PRINCIPAL"
"5306","IE TECNICA DE MONGUI - SEDE PRINCIPAL"
"725788","I.E. SAN PEDRO CLAVER - SEDE PRINCIPAL"
"4804","CENTRAL"
"138446","COL DE EDUC BAS EL DIVINO NIÑO"
"5157","I.E. JOSÉ SANTOS GUTIERREZ - SEDE PRINCIPAL"
"4887","I.E. SUSANA GUILLEMIN - SEDE PRINCIPAL"
"194191","COLEGIO CRISTO REY - SEDE PRINCIPAL"
"5157","I.E. JOSE SANTOS GUTIERREZ - SEDE PRINCIPAL"
"183640","COL DE EDUC BAS EL DIVINO NIÑO"
"5397","INST DE BTO TECNICO"
"159020","I E MATILDE ANARAY - SEDE PRINCIPAL"
"339713","IE JUAN JOSE RONDON - SEDE PRINCIPAL"
"40485","I.E. TECNICA ANTONIO NARIÑO - SEDE PRINCIPAL"
"104521","LA FLORESTA"
"158105","I.E. TÉCNICA NUESTRA SEÑORA DE NAZARETH - SEDE PRINCIPAL"
"163246","ESC SAN JOSE DE NAZARETH"
"675397","INSTITUTO TÉCNICO JOSÉ MIGUEL SILVA PLAZAS"
"158204","I.E.T DE PANQUEBA - SEDE PRINCIPAL"
"154815","I.E. NORMAL SUPERIOR - SEDE PRINCIPAL"
,"INSTITUTO SAN MARTIN"
"32243","CARLOS ARTURO TORRES SEDE CENTRAL"
"172510","IE SAN PEDRO CLAVER- SEDE PRINCIPAL"
,"COLEGIO LOS ÁNGELES"
"717462","INSTITUTO FRANCESCO PETRARCA - SEDE PRINCIPAL"
"47308","I.E. TÉCNICA NSTRA SRA DE LA PAZ  - SEDE PRINCIPAL"
"29736","INSTITUCION EDUCATIVA TECNICO INDUSTRIAL GUSTAVO JIMENEZ"
"720417","INSTITUCION EDUCATIVA EMPRESARIALY AGROINDUSTRIAL LOS ANDES INSEANDES"
"716332","SEDE CAMPOAMOR"
"40485","IE TEC ANTONIO NARIÑO - SEDE PRINCIPAL"
"33126","I.E. TECNICA AGROPECUARIA - SEDE PRINCIPAL"
"150029","IE HORIZONTES - SEDE PRINCIPAL"
"5033","I.E.T. AGROPECUARIO - SEDE PRINCIPAL"
"37671","INST TEC REGIONAL SAN BARTOLOME"
"153247","COL BAS NAGUATA"
"96685","COL MILITAR CORONEL FRAY JOSE"
"122044","COL DE EDUC BAS MEDIA ACAD Y TEC SANTA CRUZ DE MOTAVITA"
"727453","INSTITUTO SANTA SOFIA"
"750794","JUAN PABLO II - SEDE PRINCIPAL"
,"IE TECNICA RAMON IGNACIO AVELLA - SEDE PRINCIPAL"
"67686","COL ESTATAL NICOLAS CUERVO Y R - SECCION B"
"120659","COL. PUERTO PINZON"
"159947","COL NZDO PABLO VI"
"155341","I.E.T. PUERTO SERVIEZ  - SEDE PRINCIPAL"
"160960","I.E. HERNANDO GELVEZ SUAREZ - SEDE PRINCIPAL"
"174466","IE GUANEGRO - SEDE PRINCIPAL"
"136986","INSTITUCION EDUCATIVA NUEVA GRANADA - SEDE PRINCIPAL"
,"INSTITUCION EDUCATIVA MAGDALENA"
,"I.E. RAFAEL REYES"
"64204","INSTITUCION EDUCATIVA POLITECNICO ALVARO GONZALEZ SANTANA"
"744474","COLEGIO GRAN COLOMBIA"
"5231","I.E.T. COMERCIAL - SEDE PRINCIPAL"
"81836","IE SANTA BARBARA - SEDE PRINCIPAL"
"158600","I.E. LLANO GRANDE - SEDE PRINCIPAL"
"666255","I.E.T. CARLOS ALBERTO OLANO VALDERRAMA - SEDE PRINCIPAL"
"132951","GIMNASIO CAMPESTRE SANTO DOMINGO - SEDE PRINCIPAL"
"5140","INSTITUTO TECNICO INDUSTRIAL RAFAEL REYES-DUITAMA"
"26450","IE NORMAL SUPERIOR LA PRESENTACION - SEDE PRINCIPAL"
"64139","IE TECNICA PIO ALBERTO FERRO PEÑA - SEDE PRINCIPAL"
"73650","COLEGIO TECNICO MUNICIPAL SIMÓN BOLIVAR"
"5678","IE JORGE GUILLERMO MOJICA MARQUEZ - SEDE PRINCIPAL"
"27763","I.E. EL ESPINO - SEDE PRINCIPAL"
,"INSTITUCION EDUCATIVA EMPRESARIALY AGROINDUSTRIAL LOS ANDES INSEANDES"
"107094","INSTITUCION EDUCATIVA SAN MARTÍN DE TOURS"
,"CARLOS ARTURO TORRES SEDE CENTRAL"
"754929","I.E. LA CABAÑA - SEDE PRINCIPAL"
"4911","INST TEC INTEGD NZADO MARISCAL SUCRE"
